gpu_model,arch,model,framework,gpus,max_length,batch_size,seq_len_batch,grad_accum,num_layers,hidden_size,heads,ff,task,fp16,bf16,power_correction,energy_consumed_kWh,duration_s,tokens_seen,tokens_per_sec_run,FLOPs,params_calc,M_proxy,flops_per_token_proxy,eta_h_proxy,n_runs,median_n_epochs,T1,speed_up,parallel_efficiency,strategy,memory,compute,log_energy_consumed_kWh,log_parallel_efficiency,log_FLOPs,log_params_calc,log_tokens_seen,log_speed_up,log_M_proxy,log_compute,log_memory,log_AI,log_energy,log_C,log_M,log_eta,log_duration,log_tokens,log_total_flops,device_seconds,log_device_seconds,log_gpus,log2_gpus,config_family_id,workload_family_id,exact_config_id,throughput,energy_per_token,baseline_throughput,baseline_energy_per_token,baseline_energy,baseline_duration,baseline_tokens,throughput_gain,matched_parallel_efficiency,energy_per_token_ratio,energy_per_token_change_pct
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,32,8,32,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.007164,80.011,1970496.0,24627.813675619604,32688164044800.0,81920000.0,1638400.0,49766400.0,2.308485,1,3.0,54.591,0.6822936846183649,0.3411468423091824,FSDP,3228460646400.0,161423032320000.0,-4.938686794783672,-1.075442271782353,31.118034172493424,18.221253719255472,14.493795845673496,-0.3822950912224078,14.309230713827326,32.71504956492897,28.80302655950082,16.808803458666098,-4.9386867947836715,32.71504956492897,14.309230713827326,-1.0754422717823533,4.382164125221623,14.493795845673496,31.118034172493424,160.022,5.075311305781568,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2",24627.813675619604,3.6356328558900908e-09,24841.017750178602,2.54996696399075e-09,0.003458,54.591,1356096.0,0.9914172568651111,0.49570862843255553,1.4257568459633108,42.57568459633107
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,64,8,64,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.007945,80.014,3199104.0,39981.80318444272,53724472934400.0,81920000.0,3276800.0,50380800.0,1.879653,1,3.0,55.413,0.6925413052715774,0.3462706526357887,FSDP,10482823987200.0,262070599680000.0,-4.835212478993458,-1.0605345766578207,31.614889747974377,18.221253719255472,14.978381328562635,-0.3673873960978754,15.002377894387273,33.199635047818106,29.980759222949903,16.612511853587108,-4.835212478993458,33.199635047818106,15.002377894387271,-1.0605345766578207,4.382201619363168,14.978381328562635,31.614889747974377,160.028,5.0753487999231135,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2",39981.803184442724,2.4835078822070183e-09,35556.71051919225,1.9458926135256287e-09,0.003834,55.413,1970304.0,1.1244516886021265,0.5622258443010633,1.2762820851184185,27.628208511841844
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,96,8,96,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.008785,81.71000000000001,4427712.0,54188.12874801125,75264019660800.0,81920000.0,4915200.0,50995200.0,1.753379,1,3.0,57.666,0.7057398115285766,0.3528699057642883,FSDP,21763090022400.0,362718167040000.0,-4.734709557343076,-1.0416558288873592,31.95202330998911,18.221253719255472,15.303393530045025,-0.3485086483274139,15.407843002495436,33.52464724930049,30.711236532540457,16.544180307493676,-4.734709557343076,33.52464724930049,15.407843002495435,-1.0416558288873592,4.403176393396616,15.303393530045023,31.952023309989112,163.42000000000002,5.096323573956561,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2",54188.12874801125,1.984094719801107e-09,44818.645302257835,1.6792338360201075e-09,0.00434,57.666,2584512.0,1.2090532496590523,0.6045266248295261,1.1815476065582025,18.154760655820247
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,2,128,8,128,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.009967,85.75999999999999,5656320.0,65955.22388059703,97306804224000.0,81920000.0,6553600.0,51609600.0,1.72596,1,3.0,62.273,0.726131063432836,0.363065531716418,FSDP,37069258752000.0,463365734400000.0,-4.608475642996818,-1.0131719328661286,32.2088900330352,18.221253719255472,15.548284062044402,-0.3200247523061834,15.695525074947216,33.769537781299874,31.24380913699162,16.51336495808799,-4.608475642996818,33.769537781299874,15.695525074947216,-1.0131719328661286,4.451552697322492,15.548284062044402,32.2088900330352,171.51999999999998,5.144699877882437,0.6931471805599453,1.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|2",65955.22388059703,1.7620997397601267e-09,51366.08160840171,1.5615621248499087e-09,0.0049949999999999,62.273,3198720.0,1.2840228768746307,0.6420114384373153,1.1284211570701954,12.842115707019541
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,32,8,32,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.012104,76.845,3199488.0,41635.60413820027,53075666534400.0,81920000.0,1638400.0,49766400.0,3.764501,1,3.0,54.591,0.7104040601210228,0.1776010150302557,FSDP,5242041139200.0,262102056960000.0,-4.4142193024960825,-1.7282157331799506,31.60273968178852,18.221253719255472,14.97850135496859,-0.3419213720600601,14.309230713827326,33.19975507422406,29.287732068795915,17.29350896796119,-4.4142193024960825,33.19975507422406,14.309230713827326,-1.7282157331799508,4.341790406059276,14.97850135496859,31.602739681788517,307.38,5.7280847671791655,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4",41635.60413820027,3.783105296847496e-09,24841.017750178602,2.54996696399075e-09,0.003458,54.591,1356096.0,1.6760828625027218,0.41902071562568044,1.4835899249952869,48.35899249952868
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,64,8,64,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.013832,78.118,5657088.0,72417.21498246244,95002873036800.0,81920000.0,3276800.0,50380800.0,3.344562,1,3.0,55.413,0.709349957756215,0.1773374894390537,FSDP,18537145958400.0,463428648960000.0,-4.280770530601147,-1.729700641896844,32.18492824956442,18.221253719255472,15.548419830152682,-0.3434062807769533,15.002377894387273,33.769673549408154,30.550797724539954,17.182550355177153,-4.280770530601147,33.769673549408154,15.002377894387271,-1.7297006418968441,4.3582205040422455,15.548419830152683,32.18492824956443,312.472,5.744514865162136,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4",72417.21498246244,2.4450742148610733e-09,35556.71051919225,1.9458926135256287e-09,0.003834,55.413,1970304.0,2.0366680135771893,0.5091670033942973,1.2565309091908272,25.65309091908272
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,96,8,96,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.015366,79.26,7911936.0,99822.558667676,134490252902400.0,81920000.0,4915200.0,50995200.0,3.249952,1,3.0,57.666,0.727554882664648,0.181888720666162,FSDP,38888747827200.0,648145797120000.0,-4.175598002536693,-1.7043602038129773,32.53251284321729,18.221253719255472,15.883883063273204,-0.3180658426930867,15.407843002495436,34.105136782528675,31.29172606576864,17.124669840721854,-4.175598002536694,34.105136782528675,15.407843002495435,-1.7043602038129773,4.372733587762289,15.883883063273203,32.53251284321729,317.04,5.75902794888218,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|96|8|96|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4",99822.558667676,1.942128955542613e-09,44818.645302257835,1.6792338360201075e-09,0.00434,57.666,2584512.0,2.2272551522802773,0.5568137880700693,1.15655658782197,15.65565878219699
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,4,128,8,128,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.013311,66.075,7905792.0,119648.76276958002,136004920934400.0,81920000.0,6553600.0,51609600.0,3.166649,1,3.0,62.273,0.9424593265228908,0.2356148316307226,FSDP,51811398451200.0,647642480640000.0,-4.319164517917255,-1.445556876593935,32.54371218435117,18.221253719255472,15.88310621336037,-0.0592625154740446,15.695525074947216,34.10435993261584,31.578631288307587,16.84818710940396,-4.319164517917255,34.10435993261584,15.695525074947216,-1.4455568765939355,4.190790460490353,15.883106213360373,32.54371218435117,264.3,5.577084821610244,1.3862943611198906,2.0,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|128|8|128|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|4",119648.76276958002,1.6837022780260345e-09,51366.08160840171,1.5615621248499087e-09,0.0049949999999999,62.273,3198720.0,2.329334047353334,0.5823335118383335,1.0782166468003094,7.8216646800309375
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,6,32,8,32,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.018899,78.981,4428288.0,56067.76313290538,73459983974400.0,81920000.0,1638400.0,49766400.0,5.279168,1,3.0,54.591,0.6911915523986781,0.1151985920664463,FSDP,7255307059200.0,362765352960000.0,-3.9686462683692367,-2.161097752440462,31.927761938165947,18.221253719255472,15.30352361134602,-0.3693382832124071,14.309230713827326,33.52477733060149,29.612754325173345,17.61853122433862,-3.9686462683692367,33.524777330601495,14.309230713827326,-2.1610977524404626,4.369207317211623,15.30352361134602,31.927761938165947,473.88599999999997,6.160966786439677,1.791759469228055,2.584962500721156,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|32|8|32|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|6",56067.763132905384,4.2677892675453805e-09,24841.017750178602,2.54996696399075e-09,0.003458,54.591,1356096.0,2.25706384886353,0.3761773081439217,1.6736645328401447,67.36645328401447
NVIDIA A100-SXM4-40GB,gpt,"CustomGPT(L=10,d=640,h=10,ff=2560)",FSDP,6,64,8,64,8,10,640,10,2560,WIKITEXT,True,False,1.0,0.021022,79.866,7911936.0,99065.13409961686,132869888409600.0,81920000.0,3276800.0,50380800.0,4.746224,1,3.0,55.413,0.6938246562993013,0.1156374427165502,FSDP,25925831884800.0,648145797120000.0,-3.8621857705809743,-2.1572954762557,32.52039148268494,18.221253719255472,15.883883063273204,-0.3655360070276446,15.002377894387273,34.105136782528675,30.886260957660472,17.518013588297674,-3.8621857705809743,34.105136782528675,15.002377894387271,-2.1572954762556997,4.380350230292937,15.883883063273203,32.52039148268494,479.196,6.172109699520992,1.791759469228055,2.584962500721156,"NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0","NVIDIA A100-SXM4-40GB|gpt|CustomGPT(L=10,d=640,h=10,ff=2560)|64|8|64|8|10|640|10|2560|WIKITEXT|True|False|1.0|FSDP|6",99065.13409961686,2.6569982365883645e-09,35556.71051919225,1.9458926135256287e-09,0.003834,55.413,1970304.0,2.786116394151394,0.46435273235856567,1.3654392940905062,36.54392940905063
